0.00|0.00|16.40|1.10
0.00|0.00|30.00|1.10
0.00|0.00|22.20|1.10
0.00|0.00|36.90|1.10
0.00|0.00|31.60|1.10
0.00|0.00|1.00|1.10
0.00|0.00|0.60|1.20
0.00|0.00|5.20|1.20
828.06|552.04|31.10|1.10
0.00|0.00|18.10|1.20
0.00|0.00|33.60|1.20
0.00|0.00|4.90|1.20
0.00|0.00|4.10|1.20
0.00|0.00|4.30|1.20
0.00|0.00|44.50|1.20
0.00|0.00|7.10|1.20
0.00|0.00|17.20|1.20
0.00|0.00|7.30|1.20
0.00|0.00|5.70|1.20
0.00|0.00|21.50|1.20
0.00|0.00|32.90|1.20
0.00|0.00|20.30|1.20
0.00|0.00|8.50|1.20
0.00|0.00|66.00|1.20
0.00|0.00|38.90|1.20
0.00|0.00|10.50|1.20
0.00|0.00|8.90|1.20
0.00|0.00|9.70|1.20
0.00|0.00|35.90|1.20
0.00|0.00|79.30|1.20
6962.68|10044.21|88.30|1.20
0.00|0.00|69.70|1.20
2333.28|4470.49|37.80|1.20
0.00|0.00|32.70|1.30
0.00|0.00|11.50|1.30
4660.01|8928.43|40.00|1.30
4645.83|8901.25|72.30|1.30
0.00|0.00|99.60|1.30
0.00|0.00|63.40|1.30
0.00|0.00|12.40|1.30
0.00|0.00|15.20|1.30
0.00|0.00|75.60|1.30
0.00|0.00|56.60|1.30
0.00|0.00|86.90|1.30
0.00|0.00|97.20|1.30
0.00|0.00|30.80|1.30
0.00|0.00|76.00|1.30
4616.33|8844.73|61.70|1.30
0.00|0.00|14.30|1.30
2298.16|4403.21|22.60|1.30
11533.89|22098.55|19.00|1.40
0.00|0.00|31.70|1.40
0.00|0.00|11.80|1.40
0.00|0.00|51.40|1.40
0.00|0.00|99.00|1.40
0.00|0.00|87.90|1.40
6929.94|13277.54|59.50|1.40
0.00|0.00|39.90|1.40
0.00|0.00|13.50|1.40
0.00|0.00|69.50|1.40
0.00|0.00|71.30|1.40
0.00|0.00|23.40|1.40
0.00|0.00|13.10|1.40
0.00|0.00|9.80|1.40
0.00|0.00|33.80|1.40
0.00|0.00|25.40|1.40
0.00|0.00|40.80|1.40
0.00|0.00|75.40|1.40
0.00|0.00|73.90|1.40
0.00|0.00|55.30|1.50
4635.47|8881.41|26.80|1.50
9212.59|17651.02|76.80|1.50
0.00|0.00|96.60|1.50
0.00|0.00|76.20|1.50
0.00|0.00|98.20|1.50
2286.33|4380.53|65.80|1.50
0.00|0.00|33.80|1.50
0.00|0.00|17.20|1.50
0.00|0.00|79.80|1.50
0.00|0.00|55.10|1.50
0.00|0.00|29.30|1.50
0.00|0.00|23.20|1.50
0.00|0.00|18.40|1.50
6863.71|13150.64|55.70|1.50
0.00|0.00|24.20|1.50
0.00|0.00|27.20|1.60
0.00|0.00|75.50|1.60
0.00|0.00|46.60|1.60
0.00|0.00|8.50|1.60
9257.70|17737.45|38.50|1.60
4635.00|8880.50|35.40|1.60
0.00|0.00|79.60|1.60
0.00|0.00|78.50|1.60
0.00|0.00|92.00|1.60
2263.95|4337.66|97.60|1.60
9062.71|17363.86|67.70|1.60
0.00|0.00|37.40|1.70
0.00|0.00|14.80|1.70
0.00|0.00|26.80|1.70
0.00|0.00|73.70|1.70
0.00|0.00|50.80|1.70
0.00|0.00|10.20|1.70
0.00|0.00|7.40|1.70
4534.57|8688.08|25.20|1.60
2298.51|4403.87|74.70|1.70
0.00|0.00|75.00|1.70
0.00|0.00|13.50|1.70
0.00|0.00|46.90|1.70
0.00|0.00|76.50|1.70
0.00|0.00|42.20|1.70
0.00|0.00|10.30|1.70
0.00|0.00|61.50|1.70
0.00|0.00|99.00|1.70
0.00|0.00|75.00|1.70
0.00|0.00|13.30|1.70
0.00|0.00|38.80|1.70
0.00|0.00|61.20|1.70
0.00|0.00|99.80|1.70
0.00|0.00|55.10|1.80
0.00|0.00|17.80|1.80
0.00|0.00|9.50|1.80
0.00|0.00|20.60|1.80
2294.55|4396.28|22.50|1.80
4557.49|8731.99|45.80|1.80
0.00|0.00|12.70|1.80
0.00|0.00|79.90|1.80
0.00|0.00|98.60|1.80
0.00|0.00|35.10|1.80
0.00|0.00|21.30|1.80
0.00|0.00|43.10|1.80
0.00|0.00|8.50|1.80
0.00|0.00|28.60|1.80
0.00|0.00|9.90|1.80
0.00|0.00|49.90|1.80
0.00|0.00|84.80|1.90
0.00|0.00|61.60|1.90
0.00|0.00|64.70|1.90
0.00|0.00|91.70|1.90
0.00|0.00|90.50|1.90
4469.08|8562.60|75.10|1.90
2248.50|4308.05|13.90|1.90
0.00|0.00|7.50|1.90
0.00|0.00|29.50|1.90
0.00|0.00|9.00|1.90
0.00|0.00|7.80|1.90
0.00|0.00|52.60|1.90
0.00|0.00|99.80|1.90
0.00|0.00|58.60|1.90
0.00|0.00|14.30|1.90
0.00|0.00|19.90|1.90
0.00|0.00|9.80|1.90
0.00|0.00|57.50|2.00
0.00|0.00|100.00|2.00
0.00|0.00|50.80|2.00
4563.84|8744.17|13.70|2.00
0.00|0.00|76.60|2.00
2219.74|4252.95|69.30|2.00
2253.52|4317.66|41.20|2.00
0.00|0.00|35.20|2.00
0.00|0.00|13.10|2.00
0.00|0.00|7.80|2.00
0.00|0.00|10.40|2.00
0.00|0.00|58.30|2.00
4503.49|8628.54|87.00|2.00
0.00|0.00|20.20|2.00
0.00|0.00|24.10|2.00
0.00|0.00|8.90|2.00
0.00|0.00|26.70|2.00
2187.18|4190.55|90.70|2.00
0.00|0.00|50.80|2.10
0.00|0.00|87.40|2.10
0.00|0.00|95.30|2.10
0.00|0.00|83.10|2.10
0.00|0.00|82.20|2.10
0.00|0.00|53.80|2.10
6699.66|17115.09|77.10|2.10
13297.63|21231.51|29.30|2.10
2273.12|4355.22|10.10|2.10
0.00|0.00|6.40|2.10
0.00|0.00|6.40|2.10
2270.06|4349.35|67.50|2.10
13392.66|25659.89|66.10|2.10
11355.87|21757.46|10.30|2.10
0.00|0.00|46.10|2.10
0.00|0.00|41.90|2.10
0.00|0.00|73.40|2.10
6725.32|12885.50|24.90|2.10
0.00|0.00|39.50|2.10
0.00|0.00|6.40|2.10
6842.63|13110.25|7.30|2.10
0.00|0.00|28.10|2.10
0.00|0.00|71.70|2.10
0.00|0.00|75.20|2.10
8829.06|16916.18|68.10|2.10
6748.24|12929.40|54.70|2.20
0.00|0.00|92.70|2.20
0.00|0.00|75.20|2.20
0.00|0.00|24.10|2.20
22509.00|24534.63|5.10|2.20
4597.20|8808.07|18.10|2.20
0.00|0.00|3.90|2.20
0.00|0.00|6.30|2.20
12790.17|18293.36|89.10|2.20
15716.21|30111.73|91.80|2.20
4593.18|8800.37|25.00|2.20
0.00|0.00|4.80|2.20
0.00|0.00|0.40|2.20
6921.26|13260.90|1.00|2.20
0.00|0.00|30.80|2.20
0.00|0.00|0.00|2.20
4613.85|8839.99|1.00|2.20
18401.84|35257.30|2.00|2.20
13840.03|26517.03|2.20|2.20
0.00|0.00|43.30|2.20
0.00|0.00|0.20|2.20
6141.82|5424.96|0.80|2.20
4599.25|8812.01|20.80|2.20
0.00|0.00|10.10|2.20
0.00|0.00|0.60|2.20
6903.77|13227.40|18.00|2.20
0.00|0.00|14.80|2.20
1736.38|1466.28|0.40|2.20
13817.87|26474.57|2.40|2.20
13726.04|26298.63|2.20|2.20
0.00|0.00|30.60|2.20
0.00|0.00|0.40|2.20
6885.71|13192.79|1.60|2.20
0.00|0.00|28.70|2.20
0.00|0.00|0.20|2.20
2295.30|4397.72|2.00|2.20
13798.51|30843.74|2.20|2.20
11456.01|17559.46|17.80|2.20
0.00|0.00|13.00|2.20
0.00|0.00|0.40|2.20
11509.21|22051.26|1.80|2.20
2299.19|4405.17|29.40|2.20
0.00|0.00|0.80|2.20
0.00|0.00|0.00|2.20
9212.55|17650.94|3.00|2.20
18397.00|35248.04|1.40|2.20
16089.89|30827.69|2.00|2.20
0.00|0.00|37.30|2.20
0.00|0.00|0.00|2.20
0.00|0.00|0.20|2.20
6902.18|13224.35|8.30|2.20
0.00|0.00|24.00|2.20
0.00|0.00|0.00|2.20
6899.86|13219.90|1.60|2.20
0.00|0.00|30.90|2.20
0.00|0.00|0.00|2.20
6876.67|13175.46|1.00|2.20
0.00|0.00|26.40|2.20
0.00|0.00|0.20|2.20
4596.46|8806.65|1.60|2.20
13790.19|30825.13|1.60|2.20
11480.67|17597.26|14.70|2.20
0.00|0.00|22.30|2.20
0.00|0.00|0.00|2.20
18367.95|16224.05|1.40|2.20
0.00|0.00|35.50|2.20
