0.00|1026.55|18.70|1.10
0.00|0.00|60.80|1.10
0.00|0.00|47.40|1.10
0.00|0.00|24.40|1.10
0.00|0.00|13.00|1.10
0.00|0.00|4.10|1.10
0.00|0.00|1.20|1.10
0.00|0.00|1.20|1.10
0.00|0.00|24.40|1.10
0.00|0.00|37.60|1.20
0.00|0.00|3.10|1.20
0.00|0.00|15.10|1.20
0.00|0.00|11.80|1.20
1763.56|1489.23|2.90|1.20
0.00|0.00|3.30|1.20
0.00|0.00|33.80|1.20
0.00|0.00|29.40|1.20
0.00|0.00|5.00|1.20
0.00|0.00|5.60|1.20
0.00|0.00|26.40|1.20
0.00|0.00|36.20|1.20
0.00|0.00|11.60|1.20
0.00|0.00|47.60|1.20
0.00|0.00|23.60|1.20
0.00|0.00|40.20|1.20
0.00|0.00|43.10|1.20
0.00|0.00|37.40|1.20
0.00|0.00|9.60|1.20
0.00|0.00|8.60|1.20
0.00|0.00|8.90|1.20
0.00|0.00|22.50|1.20
0.00|0.00|48.90|1.20
0.00|0.00|100.00|1.20
0.00|0.00|71.30|1.20
6929.14|9995.82|54.90|1.20
2306.48|4419.14|82.10|1.20
0.00|0.00|31.90|1.30
0.00|0.00|11.70|1.30
4673.67|8954.59|34.00|1.30
9349.97|17914.22|91.50|1.30
0.00|0.00|96.80|1.30
0.00|0.00|47.00|1.30
4637.41|8885.12|78.00|1.30
11504.54|22042.31|90.20|1.30
0.00|0.00|73.30|1.30
0.00|0.00|30.60|1.30
0.00|0.00|59.30|1.30
0.00|0.00|78.70|1.30
0.00|0.00|72.10|1.30
0.00|0.00|10.00|1.30
0.00|0.00|29.70|1.30
0.00|0.00|8.40|1.30
0.00|0.00|33.10|1.30
0.00|0.00|9.00|1.30
0.00|0.00|10.60|1.30
6956.05|13327.56|43.50|1.30
0.00|0.00|28.30|1.40
0.00|0.00|44.90|1.40
0.00|0.00|94.70|1.40
0.00|0.00|94.10|1.40
0.00|0.00|42.00|1.40
0.00|0.00|40.40|1.40
0.00|0.00|65.20|1.40
0.00|0.00|100.00|1.40
9195.58|17618.42|55.90|1.40
0.00|0.00|42.50|1.40
0.00|0.00|12.40|1.40
0.00|0.00|69.40|1.50
0.00|0.00|62.00|1.50
0.00|0.00|8.00|1.50
0.00|0.00|72.60|1.40
0.00|0.00|58.40|1.50
4652.74|8914.48|55.00|1.40
0.00|0.00|23.30|1.50
0.00|0.00|23.30|1.50
0.00|0.00|43.00|1.50
0.00|0.00|44.10|1.50
0.00|0.00|100.00|1.50
0.00|0.00|56.10|1.50
0.00|0.00|10.80|1.50
0.00|0.00|10.30|1.50
0.00|0.00|34.30|1.50
0.00|0.00|34.70|1.50
0.00|0.00|25.10|1.50
4566.87|8749.97|95.50|1.50
2281.52|4371.32|99.20|1.50
2270.02|4349.28|47.40|1.50
0.00|0.00|14.80|1.50
0.00|0.00|10.30|1.50
0.00|0.00|9.40|1.60
0.00|0.00|57.10|1.60
0.00|0.00|33.40|1.60
0.00|0.00|9.10|1.60
0.00|0.00|7.60|1.60
0.00|0.00|58.30|1.60
0.00|0.00|100.00|1.60
0.00|0.00|49.30|1.60
0.00|0.00|32.30|1.60
0.00|0.00|9.10|1.60
0.00|0.00|8.20|1.60
4585.35|8785.38|39.40|1.60
0.00|0.00|100.00|1.60
0.00|0.00|76.90|1.60
0.00|0.00|12.20|1.60
0.00|0.00|59.70|1.60
4360.14|8353.87|93.40|1.70
0.00|0.00|89.10|1.70
0.00|0.00|12.90|1.70
0.00|0.00|8.60|1.70
0.00|0.00|37.70|1.60
2293.85|4394.95|38.00|1.60
6845.54|13115.83|23.90|1.70
0.00|0.00|40.70|1.70
0.00|0.00|10.30|1.70
0.00|0.00|37.10|1.70
0.00|0.00|47.10|1.70
0.00|0.00|78.90|1.70
6792.50|13014.21|88.50|1.70
2277.13|4362.91|70.60|1.70
0.00|0.00|25.90|1.70
0.00|0.00|10.60|1.70
0.00|0.00|30.30|1.70
0.00|0.00|26.30|1.70
0.00|0.00|100.00|1.70
0.00|0.00|84.70|1.70
0.00|0.00|23.80|1.80
0.00|0.00|8.30|1.80
0.00|0.00|52.50|1.80
0.00|0.00|6.00|1.80
0.00|0.00|4.90|1.80
4591.82|8797.78|44.30|1.80
2267.24|4343.96|80.00|1.80
0.00|0.00|69.10|1.80
0.00|0.00|74.90|1.80
0.00|0.00|52.80|1.80
0.00|0.00|44.20|1.80
0.00|0.00|10.50|1.80
0.00|0.00|22.50|1.80
0.00|0.00|76.20|1.80
0.00|0.00|48.70|1.80
0.00|0.00|58.30|1.80
2276.19|4361.10|46.00|1.80
0.00|0.00|9.90|1.80
0.00|0.00|25.10|1.80
0.00|0.00|27.40|1.80
2278.06|4364.68|39.80|1.80
4526.10|8671.85|35.80|1.80
0.00|0.00|44.50|1.80
0.00|0.00|79.60|1.80
0.00|0.00|32.20|1.90
0.00|0.00|33.60|1.90
2235.23|8565.25|89.80|1.90
2220.10|0.00|85.00|1.90
0.00|0.00|67.50|1.90
0.00|0.00|31.00|1.90
0.00|0.00|99.60|1.90
0.00|0.00|83.60|1.90
0.00|0.00|29.40|1.90
0.00|0.00|11.40|1.90
0.00|0.00|8.50|2.00
0.00|0.00|52.20|1.90
0.00|0.00|8.90|1.90
0.00|0.00|44.50|1.90
6679.19|12797.09|87.30|1.90
2217.70|4249.04|51.90|2.00
0.00|0.00|9.60|2.00
0.00|0.00|36.30|2.00
0.00|0.00|7.60|2.00
0.00|0.00|8.30|2.00
6834.70|13095.06|82.70|2.00
0.00|0.00|94.60|2.00
0.00|0.00|48.60|2.00
